model_type,model_name,device,config,total_params,trainable_params,conv_params,linear_params,bn_params,other_params,total_layers,num_hidden_layers,num_conv_layers,num_linear_layers,num_bn_layers,num_pool_layers,num_activation_layers,max_width,min_width,avg_width,max_channel_width,flops,flops_per_sample,params_per_flop,model_size_mb,memory_bytes,has_residual,has_depthwise,has_attention,has_pooling,has_batch_norm,has_layer_norm,has_dropout,model_family_encoded,hidden_size,num_filters,use_batchnorm,embed_dim,num_heads,patch_size,latent_dim,generator_params,discriminator_params,batch_size,input_height,input_width,input_channels,num_classes,device_type_encoded,cpu_cores,cpu_freq_ghz,ram_total_gb,gpu_cores,gpu_memory_gb,has_skip_connection,model_family,model_arch,kernel_size,stride,padding,max_channels,ffn_dim,num_attention_layers,sequence_length,has_cls_token,generator_layers,discriminator_layers,dataset_type,input_dtype,input_elements,os_type,accelerator_brand,accelerator_name,cpu_cores_physical,cpu_cores_logical,cpu_perf_cores,cpu_efficiency_cores,cpu_freq_base_ghz,cpu_freq_boost_ghz,cpu_cache_l2_mb,cpu_cache_l3_mb,memory_type,memory_bandwidth_gbs,is_unified_memory,shared_memory_gb,dedicated_vram_gb,gpu_count,gpu_core_count,gpu_tensor_core_count,gpu_compute_capability,gpu_clock_ghz,peak_bandwidth_gbs,tflops_fp32,tflops_fp16,fp16_support,bf16_support,interconnect_type,host_to_device_bandwidth_gbs,is_discrete_gpu,is_integrated_gpu,avg_train,std_train,avg_infer,std_infer,avg_accuracy,train_times,infer_times,n_repeats,n_used,std_ddof,peak_mem_mb,peak_mem_method,protocol,n_train_batches,n_test_batches,measured_at,host,tag,idle_wait_s,load_cpu_pct,load_gpu_util_pct,load_gpu_mem_used_mb,sw_python,sw_os,sw_machine,sw_torch,sw_cuda_runtime,sw_cudnn,sw_mps_available,sw_mkldnn_available,sw_onednn,sw_blas,sw_gpu_name,sw_gpu_driver,sw_torchvision
simple_ann,ANN_h32_l4,GPU(CUDA),"{'hidden_size': 32, 'num_layers': 4}",28618,28618,0,28618,0,0,5,5,0,5,0,0,4,32,32,32.0,32,56960,56960,0.5024227528089887,0.1092,114472,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,32,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.02759,0.04837,0.00431,0.00079,56.86,"[1.06047, 1.05728, 1.06925, 1.10469, 1.05327, 1.04207, 0.98734, 0.97795, 0.95325, 0.97033]","[0.00445, 0.00454, 0.00614, 0.00281, 0.0037, 0.00438, 0.00428, 0.00412, 0.00406, 0.00462]",10,10,0,227.7,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T15:57:48,ijunsu,remeasure_v2,0,2.6,5.0,1556.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h32_l5,GPU(CUDA),"{'hidden_size': 32, 'num_layers': 5}",29674,29674,0,29674,0,0,6,6,0,6,0,0,5,32,32,32.0,32,59008,59008,0.5028809652928417,0.1132,118696,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,32,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.20827,0.06287,0.00519,0.00079,21.93,"[1.12599, 1.18099, 1.28813, 1.29961, 1.28655, 1.19429, 1.16435, 1.21632, 1.21283, 1.11365]","[0.0058, 0.00605, 0.00504, 0.00429, 0.00522, 0.00687, 0.00516, 0.00452, 0.00455, 0.00438]",10,10,0,227.7,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T15:58:02,ijunsu,remeasure_v2,0,3.1,2.0,1558.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h32_l6,GPU(CUDA),"{'hidden_size': 32, 'num_layers': 6}",30730,30730,0,30730,0,0,7,7,0,7,0,0,6,32,32,32.0,32,61056,61056,0.5033084381551363,0.1172,122920,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,32,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.42404,0.13644,0.00479,0.00074,12.3,"[1.21099, 1.20021, 1.40006, 1.51825, 1.57155, 1.58649, 1.52524, 1.5016, 1.43139, 1.29464]","[0.00591, 0.00443, 0.00446, 0.00339, 0.00544, 0.00404, 0.00504, 0.00439, 0.00518, 0.00562]",10,10,0,227.7,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T15:58:18,ijunsu,remeasure_v2,0,2.5,3.0,1554.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h32_l8,GPU(CUDA),"{'hidden_size': 32, 'num_layers': 8}",32842,32842,0,32842,0,0,9,9,0,9,0,0,8,32,32,32.0,32,65152,65152,0.5040827603143418,0.1253,131368,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,32,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.64344,0.08558,0.00626,0.00139,11.24,"[1.64351, 1.66902, 1.66705, 1.56203, 1.58456, 1.55809, 1.5639, 1.60238, 1.82755, 1.75634]","[0.00756, 0.00777, 0.00412, 0.00603, 0.00523, 0.00546, 0.00813, 0.008, 0.00498, 0.00534]",10,10,0,227.7,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T15:58:36,ijunsu,remeasure_v2,0,6.5,1.0,1628.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h64_l1,GPU(CUDA),"{'hidden_size': 64, 'num_layers': 1}",50890,50890,0,50890,0,0,2,2,0,2,0,0,1,64,64,64.0,64,101632,101632,0.5007281171284634,0.1941,203560,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,64,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,0.58986,0.02725,0.00399,0.00111,90.94,"[0.60826, 0.59964, 0.6065, 0.59702, 0.5957, 0.6061, 0.59715, 0.61175, 0.52241, 0.55403]","[0.00537, 0.0038, 0.00369, 0.00482, 0.0059, 0.00409, 0.00382, 0.00381, 0.00205, 0.00253]",10,10,0,227.9,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T15:58:43,ijunsu,remeasure_v2,0,2.8,1.0,1557.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h64_l2,GPU(CUDA),"{'hidden_size': 64, 'num_layers': 2}",55050,55050,0,55050,0,0,3,3,0,3,0,0,2,64,64,64.0,64,109824,109824,0.5012565559440559,0.21,220200,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,64,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie4,16,1,0,0.70641,0.06392,0.00375,0.00044,90.19,"[0.66598, 0.67155, 0.66178, 0.66562, 0.66287, 0.66803, 0.66684, 0.75673, 0.82044, 0.82422]","[0.00315, 0.00364, 0.00359, 0.00346, 0.00426, 0.00352, 0.00351, 0.00356, 0.00406, 0.00473]",10,10,0,228.1,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T15:58:51,ijunsu,remeasure_v2,0,5.2,2.0,1594.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h64_l3,GPU(CUDA),"{'hidden_size': 64, 'num_layers': 3}",59210,59210,0,59210,0,0,4,4,0,4,0,0,3,64,64,64.0,64,118016,118016,0.5017116323210412,0.2259,236840,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,64,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,0.97254,0.05768,0.00476,0.00069,87.72,"[1.03255, 1.00185, 0.98637, 0.99772, 1.00775, 0.99982, 1.0094, 0.95897, 0.89316, 0.83781]","[0.00446, 0.00455, 0.00474, 0.00432, 0.0054, 0.00447, 0.00658, 0.00429, 0.00418, 0.00465]",10,10,0,228.1,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T15:59:03,ijunsu,remeasure_v2,0,1.9,0.0,1559.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h64_l4,GPU(CUDA),"{'hidden_size': 64, 'num_layers': 4}",63370,63370,0,63370,0,0,5,5,0,5,0,0,4,64,64,64.0,64,126208,126208,0.5021076318458418,0.2417,253480,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,64,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.03034,0.0612,0.00449,0.00034,71.08,"[1.00438, 1.02254, 1.00438, 0.98593, 0.97507, 0.98127, 1.00993, 1.0222, 1.15356, 1.14413]","[0.00437, 0.00427, 0.004, 0.00445, 0.00441, 0.00415, 0.00478, 0.00495, 0.00435, 0.00513]",10,10,0,228.2,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T15:59:14,ijunsu,remeasure_v2,0,1.4,0.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h64_l5,GPU(CUDA),"{'hidden_size': 64, 'num_layers': 5}",67530,67530,0,67530,0,0,6,6,0,6,0,0,5,64,64,64.0,64,134400,134400,0.5024553571428572,0.2576,270120,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,64,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.18913,0.10849,0.00502,0.00052,26.98,"[1.34655, 1.29868, 1.32912, 1.27282, 1.17628, 1.15032, 1.136, 1.0506, 1.06005, 1.0709]","[0.00546, 0.00566, 0.00577, 0.00534, 0.00444, 0.00535, 0.00436, 0.00468, 0.00464, 0.00448]",10,10,0,228.2,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T15:59:28,ijunsu,remeasure_v2,0,1.9,0.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h64_l6,GPU(CUDA),"{'hidden_size': 64, 'num_layers': 6}",71690,71690,0,71690,0,0,7,7,0,7,0,0,6,64,64,64.0,64,142592,142592,0.5027631283662477,0.2735,286760,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,64,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.38691,0.07121,0.0057,0.00121,11.24,"[1.24408, 1.34995, 1.34739, 1.35571, 1.45584, 1.47786, 1.48729, 1.42933, 1.3693, 1.35232]","[0.00664, 0.00641, 0.00617, 0.0086, 0.00478, 0.00528, 0.00445, 0.00486, 0.00488, 0.00494]",10,10,0,228.2,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T15:59:43,ijunsu,remeasure_v2,0,2.9,0.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h64_l8,GPU(CUDA),"{'hidden_size': 64, 'num_layers': 8}",80010,80010,0,80010,0,0,9,9,0,9,0,0,8,64,64,64.0,64,158976,158976,0.5032835144927537,0.3052,320040,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,64,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.65828,0.10194,0.00597,0.00109,11.24,"[1.74028, 1.55265, 1.52239, 1.55111, 1.59048, 1.59494, 1.80718, 1.77334, 1.76462, 1.68581]","[0.00584, 0.0059, 0.00587, 0.00499, 0.00503, 0.00501, 0.0058, 0.00807, 0.00798, 0.00524]",10,10,0,228.3,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T16:00:01,ijunsu,remeasure_v2,0,4.9,6.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h128_l1,GPU(CUDA),"{'hidden_size': 128, 'num_layers': 1}",101770,101770,0,101770,0,0,2,2,0,2,0,0,1,128,128,128.0,128,203264,203264,0.5006789200251889,0.3882,407080,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,128,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,0.56197,0.02889,0.00362,0.00112,91.01,"[0.59216, 0.59765, 0.59589, 0.56995, 0.56506, 0.57128, 0.56233, 0.52394, 0.52198, 0.51948]","[0.00196, 0.00202, 0.00205, 0.00389, 0.00402, 0.004, 0.00424, 0.0052, 0.00483, 0.00401]",10,10,0,228.5,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T16:00:09,ijunsu,remeasure_v2,0,0.8,2.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h128_l2,GPU(CUDA),"{'hidden_size': 128, 'num_layers': 2}",118282,118282,0,118282,0,0,3,3,0,3,0,0,2,128,128,128.0,128,236032,236032,0.501126965835141,0.4512,473128,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,128,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,0.81334,0.02491,0.00568,0.00187,90.56,"[0.74827, 0.83719, 0.8271, 0.78899, 0.81511, 0.82649, 0.82804, 0.8202, 0.82665, 0.81535]","[0.00474, 0.00485, 0.00528, 0.01112, 0.00502, 0.00428, 0.00497, 0.00563, 0.00598, 0.00493]",10,10,0,229.1,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T16:00:18,ijunsu,remeasure_v2,0,6.1,0.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h128_l3,GPU(CUDA),"{'hidden_size': 128, 'num_layers': 3}",134794,134794,0,134794,0,0,4,4,0,4,0,0,3,128,128,128.0,128,268800,268800,0.5014657738095238,0.5142,539176,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,128,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,0.89059,0.04629,0.0045,0.00036,88.84,"[0.91922, 0.83215, 0.81921, 0.92096, 0.94109, 0.88746, 0.86833, 0.85739, 0.88588, 0.97424]","[0.00403, 0.00401, 0.00438, 0.00449, 0.00427, 0.00478, 0.00429, 0.00507, 0.00492, 0.00482]",10,10,0,229.2,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T16:00:29,ijunsu,remeasure_v2,0,5.7,3.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h128_l4,GPU(CUDA),"{'hidden_size': 128, 'num_layers': 4}",151306,151306,0,151306,0,0,5,5,0,5,0,0,4,128,128,128.0,128,301568,301568,0.5017309528862479,0.5772,605224,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,128,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.10377,0.10545,0.00584,0.00126,78.95,"[1.26482, 1.2252, 1.24228, 1.18919, 1.03133, 1.03567, 1.03241, 1.01367, 0.99694, 1.00621]","[0.00551, 0.00534, 0.00535, 0.00563, 0.00568, 0.00874, 0.00489, 0.00772, 0.00475, 0.0048]",10,10,0,229.3,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T16:00:41,ijunsu,remeasure_v2,0,3.5,0.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h128_l5,GPU(CUDA),"{'hidden_size': 128, 'num_layers': 5}",167818,167818,0,167818,0,0,6,6,0,6,0,0,5,128,128,128.0,128,334336,334336,0.5019441519908117,0.6402,671272,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,128,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.33277,0.09339,0.00604,0.00127,29.36,"[1.19697, 1.24163, 1.22726, 1.22732, 1.33566, 1.42339, 1.42858, 1.40642, 1.41395, 1.42654]","[0.00354, 0.00437, 0.00493, 0.00552, 0.00705, 0.00727, 0.00696, 0.00691, 0.00688, 0.00692]",10,10,0,229.4,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T16:00:56,ijunsu,remeasure_v2,0,1.1,0.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h128_l6,GPU(CUDA),"{'hidden_size': 128, 'num_layers': 6}",184330,184330,0,184330,0,0,7,7,0,7,0,0,6,128,128,128.0,128,367104,367104,0.502119290446304,0.7032,737320,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,128,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.39109,0.15203,0.00619,0.00083,11.35,"[1.53007, 1.26515, 1.25226, 1.23953, 1.2428, 1.24406, 1.41883, 1.48965, 1.61552, 1.61301]","[0.00658, 0.00546, 0.00544, 0.00596, 0.00625, 0.0058, 0.00761, 0.00776, 0.00533, 0.00569]",10,10,0,229.6,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T16:01:11,ijunsu,remeasure_v2,0,2.4,0.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h128_l8,GPU(CUDA),"{'hidden_size': 128, 'num_layers': 8}",217354,217354,0,217354,0,0,9,9,0,9,0,0,8,128,128,128.0,128,432640,432640,0.5023899778106509,0.8291,869416,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,128,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,1.81857,0.18203,0.00696,0.00096,11.35,"[2.08966, 2.0059, 1.99283, 1.78678, 1.61188, 1.60944, 1.61711, 1.6268, 1.86821, 1.97706]","[0.00736, 0.0071, 0.00693, 0.0059, 0.00591, 0.00633, 0.00673, 0.00708, 0.00946, 0.00676]",10,10,0,229.9,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T16:01:47,ijunsu,remeasure_v2,15,0.7,0.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h256_l1,GPU(CUDA),"{'hidden_size': 256, 'num_layers': 1}",203530,203530,0,203530,0,0,2,2,0,2,0,0,1,256,256,256.0,256,406528,406528,0.5006543214735516,0.7764,814120,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,256,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,0.61768,0.0436,0.00468,0.00032,91.23,"[0.65592, 0.64144, 0.63191, 0.63632, 0.63411, 0.64003, 0.6368, 0.63753, 0.52962, 0.53312]","[0.00471, 0.00459, 0.00512, 0.00456, 0.00478, 0.00476, 0.00485, 0.00511, 0.00413, 0.00415]",10,10,0,229.8,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T16:01:55,ijunsu,remeasure_v2,0,1.9,3.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
simple_ann,ANN_h256_l2,GPU(CUDA),"{'hidden_size': 256, 'num_layers': 2}",269322,269322,0,269322,0,0,3,3,0,3,0,0,2,256,256,256.0,256,537600,537600,0.5009709821428572,1.0274,1077288,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,64,28,28,1,10,1,16,4.2,31.1,4352,8.0,0,0,ann,0,0,0,256,0,0,0,0,0,0,mnist,float32,784,windows,nvidia,NVIDIA GeForce RTX 4060 Ti,8,16,0,0,4.2,4.2,0.0,0.0,ddr5,0.0,0,0.0,8.0,1,4352,136,8.9,3.1,0.0,26.98,53.96,1,1,pcie2,8,1,0,0.69643,0.03788,0.00548,0.00132,90.76,"[0.6867, 0.67826, 0.68123, 0.68837, 0.6697, 0.66554, 0.67002, 0.68285, 0.77357, 0.76802]","[0.00567, 0.00495, 0.00434, 0.005, 0.00462, 0.00562, 0.00527, 0.00923, 0.00474, 0.00532]",10,10,0,231.2,cuda_max_memory_allocated,v2-uniform-warmup,938,10,2026-09-15T16:02:03,ijunsu,remeasure_v2,0,0.9,2.0,1548.0,3.11.9,Windows-10-10.0.26200-SP0,AMD64,2.7.1+cu118,11.8,90100,0,1,3.7.1,mkl,NVIDIA GeForce RTX 4060 Ti,610.62,0.22.1+cu118
