total_params,log_total_params,trainable_params,model_size_mb,log_model_size_mb,total_layers,num_hidden_layers,num_linear_layers,num_conv_layers,max_width,log_max_width,min_width,avg_width,base_channels,model_family_encoded,has_pooling,has_batch_norm,cnn_num_fc_layers,cnn_kernel_size,flops,has_residual,has_depthwise,has_attention,has_cls_token,num_blocks,num_mult_adds,activation_memory_mb,first_layer_width,last_layer_width,is_sequential,has_skip_connection,max_channels,min_channels,ann_max_hidden,ann_min_hidden,ann_avg_hidden,cnn_num_filters,cnn_max_channels,cnn_has_residual,cnn_has_depthwise,embed_dim,num_heads,patch_size,ffn_dim,vit_has_cls_token,latent_dim,generator_params,discriminator_params,ann_num_layers,cnn_stem_channels,vit_num_encoder_layers,input_height,input_width,input_channels,num_classes,batch_size,dataset_encoded,input_pixels,seq_length,device_type,os_type,accelerator_brand,accelerator_name,cpu_cores_physical,cpu_cores_logical,cpu_perf_cores,cpu_efficiency_cores,cpu_freq_base_ghz,cpu_freq_boost_ghz,cpu_cache_l2_mb,cpu_cache_l3_mb,ram_total_gb,memory_type,memory_bandwidth_gbs,is_unified_memory,shared_memory_gb,dedicated_vram_gb,gpu_count,gpu_memory_gb,gpu_core_count,peak_bandwidth_gbs,tflops_fp32,tflops_fp16,fp16_support,bf16_support,interconnect_type,host_to_device_bandwidth_gbs,is_discrete_gpu,is_integrated_gpu,device_encoded,cpu_freq_ghz,memory_channels,inference_time_mean_ms,training_time_mean_sec,device,dataset_name
26506,10.185164128035991,26506,0.10111236572265625,0.09632091041006406,2,2,2,0,32,3.4965075614664802,32.0,32.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,32,32,1,0.0,0,0,32,32,32.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.0334978103637695,2.6423017978668213,cpu,MNIST
26506,10.185164128035991,26506,0.10111236572265625,0.09632091041006406,2,2,2,0,32,3.4965075614664802,32.0,32.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,32,32,1,0.0,0,0,32,32,32.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,0.4810571670532226,5.427645921707153,mps,MNIST
27562,10.224229572614233,27562,0.10514068603515625,0.09997264454438276,3,3,3,0,32,3.4965075614664802,32.0,32.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,32,32,1,0.0,0,0,32,32,32.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.0396251678466796,2.683305025100708,cpu,MNIST
27562,10.224229572614233,27562,0.10514068603515625,0.09997264454438276,3,3,3,0,32,3.4965075614664802,32.0,32.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,32,32,1,0.0,0,0,32,32,32.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,0.5687713623046875,5.39835000038147,mps,MNIST
814090,13.60982743234803,814090,3.1055068969726562,1.412329218100177,1,1,1,0,1024,6.932447891572509,1024.0,1024.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,1024,1024,1,0.0,0,0,1024,1024,1024.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.2066612243652343,3.912871837615967,cpu,MNIST
814090,13.60982743234803,814090,3.1055068969726562,1.412329218100177,1,1,1,0,1024,6.932447891572509,1024.0,1024.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,1024,1024,1,0.0,0,0,1024,1024,1024.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,0.6625652313232422,5.918576002120972,mps,MNIST
1863690,14.4380694879537,1863690,7.109413146972656,2.093025503853438,2,2,2,0,1024,6.932447891572509,1024.0,1024.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,1024,1024,1,0.0,0,0,1024,1024,1024.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.5005121231079102,5.901448965072632,cpu,MNIST
1863690,14.4380694879537,1863690,7.109413146972656,2.093025503853438,2,2,2,0,1024,6.932447891572509,1024.0,1024.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,1024,1024,1,0.0,0,0,1024,1024,1024.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,1.0643243789672852,7.820329189300537,mps,MNIST
63370,11.056761622530754,63370,0.24173736572265625,0.21651150037949768,4,4,4,0,64,4.174387269895637,64.0,64.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,64,64,1,0.0,0,0,64,64,64.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.0506877899169921,2.806602001190185,cpu,MNIST
63370,11.056761622530754,63370,0.24173736572265625,0.21651150037949768,4,4,4,0,64,4.174387269895637,64.0,64.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,64,64,1,0.0,0,0,64,64,64.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,1.0169029235839844,6.642834186553955,mps,MNIST
151306,11.927066164403513,151306,0.5771865844726562,0.45564261707129716,4,4,4,0,128,4.859812404361672,128.0,128.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,128,128,1,0.0,0,0,128,128,128.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.0715494155883789,2.9674649238586426,cpu,MNIST
151306,11.927066164403513,151306,0.5771865844726562,0.45564261707129716,4,4,4,0,128,4.859812404361672,128.0,128.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,128,128,1,0.0,0,0,128,128,128.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,0.7218122482299805,5.8031840324401855,mps,MNIST
400906,12.901484759191558,400906,1.5293350219726562,0.9279564310267294,4,4,4,0,256,5.54907608489522,256.0,256.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,256,256,1,0.0,0,0,256,256,256.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.1222848892211914,3.577953100204468,cpu,MNIST
400906,12.901484759191558,400906,1.5293350219726562,0.9279564310267294,4,4,4,0,256,5.54907608489522,256.0,256.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,256,256,1,0.0,0,0,256,256,256.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,0.914454460144043,6.167559146881104,mps,MNIST
567434,13.248881484332847,567434,2.1645889282226562,1.1520231666625664,3,3,3,0,512,6.240275845170769,128.0,298.6666666666667,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,512,128,1,0.0,0,0,512,128,298.6666666666667,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.1522302627563476,4.347765922546387,cpu,MNIST
567434,13.248881484332847,567434,2.1645889282226562,1.1520231666625664,3,3,3,0,512,6.240275845170769,128.0,298.6666666666667,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,512,128,1,0.0,0,0,512,128,298.6666666666667,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,0.786590576171875,5.932609081268311,mps,MNIST
270218,12.506988020318774,270218,1.0307998657226562,0.7084297379706825,3,3,3,0,512,6.240275845170769,128.0,298.6666666666667,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,128,512,1,0.0,0,0,512,128,298.6666666666667,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.1024246215820312,3.247998237609864,cpu,MNIST
270218,12.506988020318774,270218,1.0307998657226562,0.7084297379706825,3,3,3,0,512,6.240275845170769,128.0,298.6666666666667,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,128,512,1,0.0,0,0,512,128,298.6666666666667,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,0.6379604339599609,6.024292945861816,mps,MNIST
932362,13.745477502816684,932362,3.5566787719726562,1.5165940186785554,3,3,3,0,512,6.240275845170769,512.0,512.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,512,512,1,0.0,0,0,512,512,512.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.2132177352905273,4.517401933670044,cpu,MNIST
932362,13.745477502816684,932362,3.5566787719726562,1.5165940186785554,3,3,3,0,512,6.240275845170769,512.0,512.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,512,512,1,0.0,0,0,512,512,512.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,0.8643388748168945,7.1587629318237305,mps,MNIST
133386,11.801009956440614,133386,0.5088272094726562,0.4113326665842998,5,5,5,0,256,5.54907608489522,64.0,128.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,64,64,1,0.0,0,0,256,64,128.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.082707405090332,3.006093740463257,cpu,MNIST
133386,11.801009956440614,133386,0.5088272094726562,0.4113326665842998,5,5,5,0,256,5.54907608489522,64.0,128.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,64,64,1,0.0,0,0,256,64,128.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,0.0,0,28,28,1,10,64,0,784,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,0.8117437362670898,6.071094036102295,mps,MNIST
67530,11.120342030692624,67530,0.25760650634765625,0.2292103163019221,5,5,5,0,64,4.174387269895637,64.0,64.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,64,64,1,0.0,0,0,64,64,64.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.1897811889648437,12.588012218475342,cpu,MNIST
167818,12.030641296640963,167818,0.6401748657226562,0.49480286159266285,5,5,5,0,128,4.859812404361672,128.0,128.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,128,128,1,0.0,0,0,128,128,128.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.2097368240356445,11.80772614479065,cpu,MNIST
466698,13.053439789231518,466698,1.7803115844726562,1.022563002167528,5,5,5,0,256,5.54907608489522,256.0,256.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,256,256,1,0.0,0,0,256,256,256.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.3435134887695312,12.101603269577026,cpu,MNIST
83978,11.33832204657024,83978,0.32035064697265625,0.27789734296773627,3,3,3,0,256,5.54907608489522,64.0,128.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,64,64,1,0.0,0,0,256,64,128.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.1364469528198242,10.672309160232544,cpu,MNIST
236618,12.374206531613279,236618,0.9026260375976562,0.6432350569681299,3,3,3,0,256,5.54907608489522,64.0,192.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,256,256,1,0.0,0,0,256,64,192.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.2139806747436523,10.85880994796753,cpu,MNIST
233482,12.36086454830148,233482,0.8906631469726562,0.6369276389446751,3,3,3,0,512,6.240275845170769,128.0,256.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,128,128,1,0.0,0,0,512,128,256.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.2175331115722656,10.995527505874634,cpu,MNIST
538762,13.197031050039367,538762,2.0552139282226562,1.1168496157766779,3,3,3,0,512,6.240275845170769,128.0,384.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,512,512,1,0.0,0,0,512,128,384.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.3213167190551758,11.847430944442747,cpu,MNIST
346890,12.756765888545186,346890,1.3232803344726562,0.8429801242828682,5,5,5,0,512,6.240275845170769,64.0,230.4,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,64,64,1,0.0,0,0,512,64,230.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.3394365310668945,11.94249939918518,cpu,MNIST
430602,12.972941830910889,430602,1.6426162719726562,0.9717694385407626,5,5,5,0,512,6.240275845170769,128.0,256.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,128,128,1,0.0,0,0,512,128,256.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.3515481948852539,12.268975019454956,cpu,MNIST
171946,12.054941568775964,171946,0.6559219360351562,0.5043579147765509,3,3,3,0,384,5.953243334287785,96.0,224.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,96,384,1,0.0,0,0,384,96,224.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.1554250717163086,10.750702857971191,cpu,MNIST
394858,12.886284018131834,394858,1.5062637329101562,0.918793091523129,3,3,3,0,384,5.953243334287785,96.0,224.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,384,96,1,0.0,0,0,384,96,224.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.2845287322998047,11.378413677215576,cpu,MNIST
300682,12.613811832626226,300682,1.1470108032226562,0.764076550659791,3,3,3,0,384,5.953243334287785,192.0,256.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,192,192,1,0.0,0,0,384,192,256.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.2207279205322265,11.147268295288086,cpu,MNIST
463050,13.045592478190079,463050,1.7663955688476562,1.0175452341698892,2,2,2,0,640,6.46302945692067,320.0,480.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,320,640,1,0.0,0,0,640,320,480.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.2524137496948242,11.3051438331604,cpu,MNIST
710730,13.474049296830923,710730,2.7112197875976562,1.3113606063008658,2,2,2,0,640,6.46302945692067,320.0,480.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,640,320,1,0.0,0,0,640,320,480.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.3478765487670898,11.87661910057068,cpu,MNIST
459850,13.038657802950638,459850,1.7541885375976562,1.0131228575121098,3,3,3,0,320,5.771441123130016,320.0,320.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,320,320,1,0.0,0,0,320,320,320.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.3015756607055664,11.423862218856812,cpu,MNIST
590890,13.289386846214219,590890,2.2540664672851562,1.1799054349204858,4,4,4,0,640,6.46302945692067,160.0,360.0,0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,160,320,1,0.0,0,0,640,160,360.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0.0,0,28,28,1,10,64,0,784,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,0.4183053970336914,12.199021339416504,cpu,MNIST
1059402,13.873216099880134,1059402,4.041297912597656,1.6176635712708958,2,0,0,2,16,2.833213344056216,16.0,16.0,16,1,1.0,0.0,1.0,3.0,0,0.0,0.0,0,0,0,0,0,16,16,1,0.0,16,16,0,0,0.0,16,16,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,32,32,3,10,64,1,3072,0,0.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0.0,6.105184555053711,20.33065223693848,cpu,CIFAR-10
1059402,13.873216099880134,1059402,4.041297912597656,1.6176635712708958,2,0,0,2,16,2.833213344056216,16.0,16.0,16,1,1.0,0.0,1.0,3.0,0,0.0,0.0,0,0,0,0,0,16,16,1,0.0,16,16,0,0,0.0,16,16,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,32,32,3,10,64,1,3072,0,1.0,1.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3,0.0,2.0458221435546875,11.71966791152954,mps,CIFAR-10
